"model_key","model_label","effect","feature","avg_high","avg_low","avg_ATE","med_ATE","q25_ATE","q75_ATE","sd_ATE","n_profiles"
"gemini","Gemini","ethnicity_german_minus_turkish","num_verbs",15.125,15.1533333333333,-0.0283333333333332,-0.0249999999999995,-0.700000000000001,0.7125,0.932523766299092,30
"gemini","Gemini","ethnicity_german_minus_turkish","tentative_count",6.01166666666667,6.02333333333333,-0.0116666666666666,0.0499999999999998,-0.3,0.3,0.524023448628631,30
"openai","ChatGPT","ethnicity_german_minus_turkish","agentic_count",3.32333333333333,3.2,0.123333333333333,0.0999999999999996,-0.1625,0.3875,0.416001768342837,30
"openai","ChatGPT","ethnicity_german_minus_turkish","certainty_count",3.87333333333333,3.915,-0.0416666666666667,-0.05,-0.4,0.4,0.52145078343045,30
"openai","ChatGPT","ethnicity_german_minus_turkish","communal_count",8.60666666666667,8.66833333333333,-0.0616666666666667,0.0499999999999998,-0.5,0.65,1.01816970109598,30
"openai","ChatGPT","ethnicity_german_minus_turkish","cv_total_words",198.365,196.481666666667,1.88333333333333,1.27500000000001,-2.78749999999999,5.08750000000001,6.34215960897762,30
"openai","ChatGPT","ethnicity_german_minus_turkish","k01_persoenliche_daten_num_words",9.28,9.19333333333333,0.0866666666666668,0.0499999999999998,-0.200000000000001,0.399999999999999,0.460496982904739,30
"openai","ChatGPT","ethnicity_german_minus_turkish","k02_profil_num_words",39.3466666666667,39.1533333333333,0.193333333333333,0.149999999999999,-1.3625,1.75,2.11337013637776,30
"openai","ChatGPT","ethnicity_german_minus_turkish","k03_faehigkeiten_num_words",16.175,16.3766666666667,-0.201666666666667,-0.0250000000000004,-2.075,0.912499999999999,2.84248808365965,30
"openai","ChatGPT","ethnicity_german_minus_turkish","k04_berufserfahrung_num_words",46.0833333333333,44.6683333333333,1.415,1.2,-0.324999999999998,3.075,2.18526215581911,30
"openai","ChatGPT","ethnicity_german_minus_turkish","k05_ausbildung_num_words",11.9883333333333,11.715,0.273333333333333,0.25,-0.174999999999999,0.75,1.08283896766096,30
"openai","ChatGPT","ethnicity_german_minus_turkish","k06_skills_num_words",8.04,7.90333333333333,0.136666666666667,0,-0.5625,0.55,0.985579938965863,30
"openai","ChatGPT","ethnicity_german_minus_turkish","k07_sprachen_num_words",6.715,6.87166666666667,-0.156666666666666,-0.275,-1.175,0.537500000000001,1.45215258373106,30
"openai","ChatGPT","ethnicity_german_minus_turkish","k08_interessen_num_words",9.34833333333333,9.385,-0.0366666666666665,0.0249999999999995,-0.3875,0.524999999999999,0.742193084522244,30
"openai","ChatGPT","ethnicity_german_minus_turkish","k09_angestrebte_position_num_words",13.0133333333333,13.06,-0.0466666666666666,0.0999999999999996,-0.700000000000001,0.700000000000001,1.20601462029605,30
"openai","ChatGPT","ethnicity_german_minus_turkish","k10_cover_letter_snippet_num_words",38.375,38.1383333333333,0.236666666666667,0.425000000000001,-1.6375,1.6375,2.30306891707166,30
"openai","ChatGPT","ethnicity_german_minus_turkish","num_adjectives",18.8666666666667,18.7533333333333,0.113333333333333,0.124999999999998,-0.537499999999998,0.637500000000002,1.13941404582184,30
"openai","ChatGPT","ethnicity_german_minus_turkish","num_adverbs",4.365,4.19666666666667,0.168333333333333,0.275,-0.1375,0.55,0.547326312133834,30
"openai","ChatGPT","ethnicity_german_minus_turkish","num_nouns",78.2283333333333,77.3916666666667,0.836666666666668,0.475000000000001,-0.949999999999999,2.925,3.30654870942741,30
"openai","ChatGPT","ethnicity_german_minus_turkish","num_numerals",6.79333333333333,6.79833333333333,-0.005,-0.0249999999999999,-0.5875,0.537499999999999,0.673814412185555,30
"openai","ChatGPT","ethnicity_german_minus_turkish","num_pronouns",4.07333333333333,3.925,0.148333333333333,0.100000000000001,-0.0999999999999996,0.2875,0.380898061603539,30
"openai","ChatGPT","ethnicity_german_minus_turkish","num_verbs",5.59833333333333,5.74333333333333,-0.145,-0.275,-0.6,0.1375,0.680307993130495,30
"openai","ChatGPT","ethnicity_german_minus_turkish","tentative_count",2.57833333333333,2.40833333333333,0.17,0.15,-0.0374999999999999,0.375,0.367329599246724,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","agentic_count",4.52,4.19166666666667,0.328333333333333,0.325,-0.0999999999999996,0.875,0.596640499008801,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","certainty_count",4.67,4.47833333333333,0.191666666666667,0.2,-0.15,0.65,0.754078946444777,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","communal_count",9.69333333333333,10.0466666666667,-0.353333333333333,-0.35,-1.3625,0.55,1.27832954936574,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","cv_total_words",298.6,303.878333333333,-5.27833333333334,-10.075,-16.1875,4.85000000000004,21.6012439110748,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","k01_persoenliche_daten_num_words",5.065,5.25,-0.185,-0.325,-1.1,0.275,1.58512209907171,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","k02_profil_num_words",61.2316666666667,63.5116666666667,-2.28,-1.025,-6.875,2.675,9.99086306720226,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","k03_faehigkeiten_num_words",33.5416666666667,31.9466666666667,1.595,0.825000000000001,-2.7125,6.4875,6.78862321626512,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","k04_berufserfahrung_num_words",44.6933333333333,44.5166666666667,0.176666666666666,0.699999999999999,-2.8625,3.525,5.61888339216188,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","k05_ausbildung_num_words",12.2,11.345,0.855,0.975,0.162499999999999,2.05,1.9274491808677,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","k06_skills_num_words",19.8483333333333,20.325,-0.476666666666667,-0.849999999999999,-3.75,1.0125,5.70851954558262,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","k07_sprachen_num_words",13.0733333333333,12.9,0.173333333333333,-0.0750000000000002,-0.6875,0.625,1.97980029179771,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","k08_interessen_num_words",18.0416666666667,18.6816666666667,-0.64,-1.15,-4.1,0.237500000000001,4.43542557146437,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","k09_angestrebte_position_num_words",17.1016666666667,18.9866666666667,-1.885,-1.1,-4.4125,0.512499999999998,4.5828230645945,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","k10_cover_letter_snippet_num_words",73.32,73.865,-0.544999999999998,-0.600000000000001,-3.9875,3.925,6.86087545936854,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","num_adjectives",22.6316666666667,23.0383333333333,-0.406666666666667,-0.450000000000001,-2.1625,1.225,2.29417302857859,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","num_adverbs",11.1716666666667,11.4466666666667,-0.275,-0.6,-1.475,0.1375,1.97988810202792,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","num_nouns",106.961666666667,108.895,-1.93333333333333,-2.925,-6.2625,2.0125,8.71533857269938,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","num_numerals",3.76166666666667,3.87333333333333,-0.111666666666667,-0.3,-0.825,0.4875,1.02019972126264,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","num_pronouns",11.0816666666667,11.4733333333333,-0.391666666666667,-0.325000000000001,-1.1625,0.337499999999999,1.84250968899026,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","num_verbs",12.44,12.8616666666667,-0.421666666666667,-0.5,-1.1375,0.450000000000001,1.66400448302889,30
"qwen4B","Qwen 4B","ethnicity_german_minus_turkish","tentative_count",3.32,3.31166666666667,0.00833333333333336,0.2,-0.5375,0.5,0.69531478028168,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","agentic_count",4.15833333333333,3.97833333333333,0.18,0.1,-0.225,0.8375,0.630079360080935,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","certainty_count",4.18666666666667,4.23166666666667,-0.045,-0.225,-0.7,0.2875,0.982901229822309,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","communal_count",12.865,13.1983333333333,-0.333333333333333,-0.475,-1.3375,0.6875,1.98187186567498,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","cv_total_words",325.39,328.75,-3.35999999999999,-3.89999999999998,-15.9125,12.35,35.1353746489793,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","k01_persoenliche_daten_num_words",10.2633333333333,9.765,0.498333333333333,0.225,-0.2375,0.825,1.69097418021711,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","k02_profil_num_words",52.1583333333333,52.45,-0.291666666666667,-0.5,-2.525,1.8,3.76316272278531,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","k03_faehigkeiten_num_words",27.8466666666667,28.5216666666667,-0.674999999999999,0.0499999999999998,-3.7875,2.975,7.34049643627967,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","k04_berufserfahrung_num_words",77.4216666666667,77.085,0.336666666666669,1.05,-6.9,8.8625,10.4065292280718,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","k05_ausbildung_num_words",16.3866666666667,16.5266666666667,-0.14,-0.225,-1.075,1.325,2.83726434537165,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","k06_skills_num_words",21.5383333333333,20.3283333333333,1.21,1.45,-0.875,3.3625,4.01927253668346,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","k07_sprachen_num_words",10.6466666666667,10.3733333333333,0.273333333333333,0.200000000000001,-0.725,1.1,1.35714795608756,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","k08_interessen_num_words",11.5366666666667,11.9683333333333,-0.431666666666667,-0.45,-1.825,0.75,1.77712880276281,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","k09_angestrebte_position_num_words",11.51,11.905,-0.395,-0.225000000000001,-1.7,0.65,2.0025996036187,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","k10_cover_letter_snippet_num_words",75.0933333333333,75.11,-0.016666666666667,-1.77500000000001,-4.83750000000001,4.32500000000001,5.66640634966645,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","num_adjectives",25.8183333333333,26.44,-0.621666666666666,-0.25,-2.1375,0.662500000000001,2.3080699256325,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","num_adverbs",8.88166666666667,8.595,0.286666666666667,0.175,-0.387499999999999,1.3875,1.37877590220664,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","num_nouns",127.6,128.5,-0.9,-0.549999999999997,-6.8,6.33750000000001,18.507906045982,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","num_numerals",5.795,6.21333333333333,-0.418333333333333,-0.4,-1.1625,0.35,1.55433117523224,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","num_pronouns",7.36333333333333,7.34333333333333,0.02,0.125,-0.75,0.775000000000001,1.12507471016296,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","num_verbs",10.6116666666667,10.85,-0.238333333333334,-0.325,-1.2875,0.725,1.28282308112665,30
"qwen8B","Qwen 8B","ethnicity_german_minus_turkish","tentative_count",2.67166666666667,2.635,0.0366666666666667,0.0249999999999999,-0.3375,0.1875,0.799345997042899,30
